,Marca:,Modelo Base:,Versão:,Ano:,Combustível:,Propulsão:,Configuração:,Garantia:,Lugares:,Portas:,Porte:,Procedência:,Valor FIPE:,Alimentação:,Aspiração:,Cilindrada:,Cilindros:,Comando de Válvulas:,Curso do Pistão:,Diâmetro do Cilindro:,Disposição:,Instalação:,Peso-Potência:,Peso-Torque:,Potência Específica:,Potência Máxima:,Razão de Compressão:,Torque Específico:,Torque Máximo:,Válvulas por Cilindro:,Variação do Comando:,Aceleração 0-100 km/h:,Velocidade Máxima:,Consumo Rodoviário (Gasolina):,Consumo Urbano (Gasolina):,Autonomia Rodoviária (Gasolina):,Autonomia Urbana (Gasolina):,Acoplamento:,Câmbio:,Quantidade de Marchas:,Tração:,Altura do Flanco:,Pneus Dianteiros:,Pneus Traseiros:,Freios Dianteiros:,Freios Traseiros:,Suspensão Dianteira:,Elemento Elástico da Suspensão:,Suspensão Traseira:,Assistência de Direção:,Diâmetro Mínimo de Giro:,Altura:,Bitola Dianteira:,Bitola Traseira:,Comprimento:,Distância entre Eixos:,Largura:,Peso:,Porta-Malas:,Tanque de Combustível:,Área Frontal:,Área Frontal Corrigida:,Coeficiente de Arrasto:,url,id,Plataforma:,Rotação de Potência Máxima:,Rotação de Torque Máximo:,Código do Câmbio:,Diâmetro de Giro:,Vão Livre do Solo:,Carga Útil:,Acionamento do Comando:,Observações:,Consumo Rodoviário (Diesel):,Consumo Urbano (Diesel):,Autonomia Rodoviária (Diesel):,Autonomia Urbana (Diesel):,Código do Motor:,Rotação Máxima:,Ângulo Central:,Ângulo de Entrada:,Ângulo de Saída:,Reboque com Freio:,Reboque sem Freio:,Geração:,Série:,Cilindrada unitária:,Tuchos:,Pneu Estepe:,Altura mínima do solo:,Autonomia:,Capacidade de Bateria:,Consumo Elétrico:,Potência:,Potência Combinada:,Torque:,Torque Combinado:,Autonomia Elétrica:,Velocidade Máxima (Modo Elétrico):,Consumo Rodoviário:,Consumo Urbano:,Autonomia Rodoviária:,Autonomia Urbana:,Porta-Malas (5 Lugares):,Porta-Malas (7 Lugares):,Consumo Rodoviário (Álcool):,Consumo Urbano (Álcool):,Autonomia Rodoviária (Álcool):,Autonomia Urbana (Álcool):,Frenagem 0-100 km/h:,Rampa Máxima:,Travessia de Água:,Potência de recarga:,Porta-Malas (6 Lugares):,Inclinação Lateral Máxima:,Viscosidade do óleo:
126,Audi,Q7,Q7 S Line 3.0 V6 TFSi,2021,Híbrido,Híbrido leve,SUV,2 anos,7,4,Grande,Importado,R$ 399.984 (09/2024),Injeção direta e indireta multiponto,Turbocompressor,2995 cm³,6 em V,"Duplo no cabeçote, corrente",89 mm,"84,5 mm",Longitudinal,Dianteiro,"6,7 kg/cv","44,6 kg/kgfm","113,5 cv/litro",340 cv a 5000 rpm,"11,2:1","17,0 kgfm/litro",51 kgfm a 1370 rpm,4,Admissão e escape,"5,9 s",250 km/h,,,,,Conversor de torque,Automático,8,Integral permanente,114 mm,285/40 R21,285/40 R21,Disco ventilado,Disco ventilado,"Independente, multibraço",Mola helicoidal,"Independente, multibraço",Elétrica,"12,5 m",1740 mm,1679 mm,1691 mm,5063 mm,2994 mm,1970 mm,2275 kg,,85 litros,"2,87 m²",,"0,34",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,,,ZF 8HP,,,710 kg,,,,,,,EA839,,,"24,2 graus","21,6 graus",3500 kg,750 kg,2,,,Hidráulicos,,,,,,,,,,,,8 km/l,6 km/l,680 km,510 km,740 litros,259 litros,,,,,,,,,,,
127,Audi,Q7,Q7 3.0 V6 TFSi,2021,Híbrido,Híbrido leve,SUV,2 anos,7,4,Grande,Importado,R$ 365.963 (09/2024),Injeção direta e indireta multiponto,Turbocompressor,2995 cm³,6 em V,"Duplo no cabeçote, corrente",89 mm,"84,5 mm",Longitudinal,Dianteiro,"6,7 kg/cv","44,6 kg/kgfm","113,5 cv/litro",340 cv a 5000 rpm,"11,2:1","17,0 kgfm/litro",51 kgfm a 1370 rpm,4,Admissão e escape,"5,9 s",250 km/h,,,,,Conversor de torque,Automático,8,Integral permanente,128 mm,285/45 R20,285/45 R20,Disco ventilado,Disco ventilado,"Independente, multibraço",Mola helicoidal,"Independente, multibraço",Elétrica,"12,5 m",1740 mm,1679 mm,1691 mm,5063 mm,2994 mm,1970 mm,2275 kg,,85 litros,"2,87 m²","0,976 m²","0,34",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,,,ZF 8HP,,205 mm,710 kg,,,,,,,EA839,6500 rpm,,"24,2 graus","21,6 graus",3500 kg,750 kg,2,,,Hidráulicos,,,,,,16 cv,,,,,,8 km/l,6 km/l,680 km,510 km,740 litros,259 litros,,,,,,,,,,,
128,Audi,R8,R8 Performance 5.2 V10,2021,Gasolina,Combustão,Cupê,2 anos,2,2,Médio,Importado,R$ 1.659.359 (09/2024),Injeção direta e indireta multiponto,Natural,5204 cm³,10 em V,"Duplo no cabeçote, corrente","92,8 mm","84,5 mm",Longitudinal,Central,"2,6 kg/cv","27,9 kg/kgfm","117,2 cv/litro",610 cv a 8000 rpm,"12,7:1","11,0 kgfm/litro","57,1 kgfm a 6600 rpm",4,Admissão e escape,"3,2 s",330 km/h,8 km/l,4 km/l,664 km,332 km,Embreagem dupla banhada a óleo,Automatizado,7,Integral permanente,92 mm,245/30 R20,305/30 R20,Disco de carbono-cerâmica,Disco de carbono-cerâmica,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Elétrica,"11,2 m",1236 mm,1645 mm,1599 mm,4429 mm,2650 mm,1940 mm,1595 kg,112 litros,83 litros,"2,01 m²","0,704 m²","0,35",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,Modular Sports System,,,S-Tronic,,,320 kg,,,,,,,,,,,,,,2,4S,,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,"33,2 m",,,,,,
129,Audi,Rs 6 Avant,Rs 6 Avant 4.0 V8 TFSi,2021,Híbrido,Híbrido leve,Perua,2 anos,4,4,Grande,Importado,R$ 830.772 (09/2024),Injeção direta,Turbocompressor,3996 cm³,8 em V,"Duplo no cabeçote, corrente",86 mm,86 mm,Longitudinal,Dianteiro,"3,5 kg/cv","25,4 kg/kgfm","150,2 cv/litro",600 cv a 6000 rpm,10:1,"20,4 kgfm/litro","81,6 kgfm a 2050 rpm",4,Admissão e escape,"3,6 s",250 km/h,,,,,Conversor de torque,Automático,8,Integral permanente,96 mm,275/35 R21,275/35 R21,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Elétrica,Não informado,1460 mm,1668 mm,1650 mm,4995 mm,2930 mm,1951 mm,2075 kg,565 litros,73 litros,"2,41 m²","0,844 m²","0,35",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB evo,,,ZF 8HP,,,665 kg,,,,,,,EA825,6800 rpm,,"13,1 graus","12,5 graus",2100 kg,750 kg,4,C8,,Hidráulicos,,,,,,,,,,,,"9,5 km/l",6 km/l,694 km,438 km,,,,,,,,,,,,,
130,Audi,Rs 7,Rs 7 Sportback 4.0 V8 TFSi,2021,Híbrido,Híbrido leve,Sedã,2 anos,4,4,Grande,Importado,R$ 846.411 (09/2024),Injeção direta,Turbocompressor,3996 cm³,8 em V,"Duplo no cabeçote, corrente",86 mm,86 mm,Longitudinal,Dianteiro,"3,4 kg/cv","25,3 kg/kgfm","150,2 cv/litro",600 cv a 6000 rpm,10:1,"20,4 kgfm/litro","81,6 kgfm a 2050 rpm",4,Admissão e escape,"3,6 s",250 km/h,,,,,Conversor de torque,Automático,8,Integral permanente,96 mm,275/35 R21,275/35 R21,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola pneumática,"Independente, braços sobrepostos",Elétrica,"11,9 m",1424 mm,1668 mm,1650 mm,5009 mm,2930 mm,1950 mm,2065 kg,535 litros,73 litros,"2,35 m²","0,752 m²","0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB evo,,,ZF 8HP,,,670 kg,,,,,,,EA825,6800 rpm,,,,,,2,,,Hidráulicos,,,,,,,,,,,,"9,5 km/l",6 km/l,694 km,438 km,,,,,,,,,,,,,
131,Audi,Rs Q3,Rs Q3 2.5 TFSi Quattro,2021,Gasolina,Combustão,SUV,2 anos,5,4,Compacto,Importado,R$ 448.448 (09/2024),Injeção direta e indireta multiponto,Turbocompressor,2480 cm³,5 em linha,"Duplo no cabeçote, corrente","92,8 mm","82,5 mm",Transversal,Dianteiro,"4,3 kg/cv","35,1 kg/kgfm","161,3 cv/litro",400 cv a 5900 rpm,10:1,"19,7 kgfm/litro","48,9 kgfm a 1950 rpm",4,Admissão e escape,"4,5 s",250 km/h,"10,5 km/l","7,6 km/l",662 km,479 km,Embreagem dupla banhada a óleo,Automatizado,7,Integral sob demanda,102 mm,255/40 R20,255/40 R20,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Elétrica,Não informado,1571 mm,1590 mm,1583 mm,4506 mm,2680 mm,1851 mm,1715 kg,530 litros,63 litros,"2,46 m²","0,861 m²","0,35",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB,,,S-Tronic,,,535 kg,,,,,,,EA855,7000 rpm,,19 graus,"15,2 graus",1900 kg,750 kg,2,F3,,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Audi,Rs Q3 Sportback,Rs Q3 Sportback 2.5 TFSi Quattro,2021,Gasolina,Combustão,SUV,2 anos,5,4,Compacto,Importado,R$ 448.448 (09/2024),Injeção direta,Turbocompressor,2480 cm³,5 em linha,"Duplo no cabeçote, corrente","92,8 mm","82,5 mm",Transversal,Dianteiro,"4,3 kg/cv","34,8 kg/kgfm","161,3 cv/litro",400 cv a 5900 rpm,10:1,"19,7 kgfm/litro","48,9 kgfm a 1950 rpm",4,Admissão e escape,"4,5 s",250 km/h,"10,5 km/l","7,6 km/l",672 km,486 km,Embreagem dupla banhada a óleo,Automatizado,7,Integral sob demanda,102 mm,255/40 R20,255/40 R20,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Elétrica,Não informado,1548 mm,1590 mm,1583 mm,4507 mm,2680 mm,1851 mm,1700 kg,530 litros,64 litros,"2,42 m²",,"0,37",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB,,,S-Tronic,,,550 kg,,,,,,,EA855,,,19 graus,"15,2 graus",1900 kg,750 kg,,,,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Audi,A3 Sedan,A3 Sedan Prestige Plus Tech 1.4 TFSi,2020,Flex,Combustão,Sedã,2 anos,5,4,Médio,Nacional,R$ 123.697 (09/2024),Injeção direta,Turbocompressor,1395 cm³,4 em linha,"Duplo no cabeçote, correia dentada",80 mm,"74,5 mm",Transversal,Dianteiro,"8,3 kg/cv","48,6 kg/kgfm","107,5 cv/litro",150 cv (A) 150 cv (G) a 4500 rpm,"10,5:1","18,3 kgfm/litro","25,5 kgfm (A) 25,5 kgfm (G) a 1500 rpm",4,Admissão e escape,"8,8 s",215 km/h,"14,2 km/l","11,7 km/l",710 km,585 km,Conversor de torque,Automático,6,Dianteira,101 mm,225/45 R17,225/45 R17,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,Eixo de torção,Elétrica,"10,9 m",1416 mm,1555 mm,1526 mm,4456 mm,2637 mm,1796 mm,1240 kg,425 litros,50 litros,"2,12 m²","0,636 m²","0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB,,,,,,570 kg,,,,,,,EA211,6300 rpm,,,,,,1,8V,,Hidráulicos,,,,,,,,,,,,,,,,,,"9,9 km/l","7,8 km/l",495 km,390 km,,,,,,,
134,Audi,A3 Sedan,A3 Sedan Prestige Plus 1.4 TFSi,2020,Flex,Combustão,Sedã,2 anos,5,4,Médio,Nacional,R$ 123.697 (09/2024),Injeção direta,Turbocompressor,1395 cm³,4 em linha,"Duplo no cabeçote, correia dentada",80 mm,"74,5 mm",Transversal,Dianteiro,"8,3 kg/cv","48,6 kg/kgfm","107,5 cv/litro",150 cv (A) 150 cv (G) a 4500 rpm,"10,5:1","18,3 kgfm/litro","25,5 kgfm (A) 25,5 kgfm (G) a 1500 rpm",4,Admissão e escape,"8,8 s",215 km/h,"14,2 km/l","11,7 km/l",710 km,585 km,Conversor de torque,Automático,6,Dianteira,101 mm,225/45 R17,225/45 R17,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,Eixo de torção,Elétrica,"10,9 m",1416 mm,1555 mm,1526 mm,4456 mm,2637 mm,1796 mm,1240 kg,425 litros,50 litros,"2,12 m²","0,636 m²","0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB,,,,,,570 kg,,,,,,,EA211,6300 rpm,,,,,,1,8V,,Hidráulicos,,,,,,,,,,,,,,,,,,"9,9 km/l","7,8 km/l",495 km,390 km,,,,,,,
135,Audi,A3 Sedan,A3 Sedan Performance Black 2.0 TFSi,2020,Gasolina,Combustão,Sedã,2 anos,5,4,Médio,Nacional,R$ 173.224 (09/2024),Injeção direta e indireta multiponto,Turbocompressor,1984 cm³,4 em linha,"Duplo no cabeçote, corrente","92,8 mm","82,5 mm",Transversal,Dianteiro,"6,0 kg/cv","37,0 kg/kgfm","110,9 cv/litro",220 cv a 4500 rpm,"9,6:1","18,0 kgfm/litro","35,7 kgfm a 1500 rpm",4,Admissão e escape,"6,9 s",250 km/h,"12,8 km/l","10,3 km/l",640 km,515 km,Embreagem dupla banhada a óleo,Automatizado,6,Dianteira,101 mm,225/45 R17,225/45 R17,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Elétrica,"10,9 m",1416 mm,1555 mm,1526 mm,4456 mm,2637 mm,1796 mm,1320 kg,425 litros,50 litros,"2,12 m²","0,636 m²","0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB,,,DSG DQ250,,,550 kg,,,,,,,EA888,,,,,,,3,8V,,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Audi,A6,A6 Performance 3.0 V6 TFSi Quattro,2020,Híbrido,Híbrido leve,Sedã,2 anos,5,4,Grande,Importado,R$ 279.623 (09/2024),Injeção direta e indireta multiponto,Turbocompressor,2995 cm³,6 em V,"Duplo no cabeçote, corrente",89 mm,"84,5 mm",Longitudinal,Dianteiro,"5,2 kg/cv","34,7 kg/kgfm","113,5 cv/litro",340 cv a 5000 rpm,"11,2:1","17,0 kgfm/litro",51 kgfm a 1370 rpm,4,Admissão e escape,"5,1 s",250 km/h,,,,,Embreagem dupla banhada a óleo,Automatizado,7,Integral sob demanda,102 mm,255/40 R20,255/40 R20,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Elétrica,"11,1 m",1457 mm,1630 mm,1617 mm,4939 mm,2924 mm,1886 mm,1770 kg,530 litros,73 litros,"2,33 m²","0,676 m²","0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,,,DL382,,,630 kg,,,,,,,EA839,6500 rpm,,"11,8 graus","14,9 graus",2000 kg,750 kg,5,C8,,Hidráulicos,,,,,,16 cv,,,,,,"10,3 km/l","8,3 km/l",752 km,606 km,,,,,,,,,,,,,
137,Audi,E-tron,E-tron Performance Black,2022,Eletricidade,Elétrico,SUV,4 anos,5,4,Médio,Importado,R$ 565.100 (09/2024),,,,,,,,,,"6,51 kg/cv","39,33 kg/kgfm",,,,,,,,"5,7 s",200 km/h,,,,,,Automático,1,Integral permanente,119 mm,265/45 R21,265/45 R21,Disco ventilado,Disco ventilado,"Indep., braços sobrepostos",Mola pneumática,"Indep., multibraço",Elétrica,,1629 mm,1655 mm,1652 mm,4901 mm,2928 mm,1935 mm,2655 kg,660 litros,,"2,65 m²","0,742 m²","0,28",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,,,,"12,2 m",170 mm,640 kg,,,,,,,,,"13,8 graus","15,3 graus","21,5 graus",1800 kg,750 kg,,,,,Estepe compacto vazio com kit de enchimento,,436 km,95 kWh,"26,2 kWh/100 km",225 cv (traseiro),408 cv,"36,2 kgfm (traseiro)","67,7 kgfm",,,,,,,,,,,,,,,,,,,
138,Audi,E-tron Sportback,E-tron Sportback Performance Black,2020,Eletricidade,Elétrico,SUV,4 anos,5,4,Médio,Importado,R$ 356.083 (09/2024),,,,,,,,,,"6,26 kg/cv","37,85 kg/kgfm",,,,,,,,"5,7 s",200 km/h,,,,,,Automático,1,Integral permanente,119 mm,265/45 R21,265/45 R21,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola pneumática,"Independente, multibraço",Elétrica,"12,2 m",1616 mm,1655 mm,1655 mm,4901 mm,2928 mm,1935 mm,2555 kg,555 litros,,"2,65 m²","0,663 m²","0,25",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,,,,,170 mm,595 kg,,,,,,,,,"13,8 graus","15,3 graus","21,5 graus",1800 kg,750 kg,,,,,Estepe compacto vazio com kit de enchimento,,446 km,95 kWh,26 kWh/100 km,225 cv (traseiro),408 cv,"36,2 kgfm (traseiro)","67,7 kgfm",,,,,,,,,,,,,,,,,,,
139,Audi,E-tron Sportback,E-tron Sportback Performance,2021,Eletricidade,Elétrico,SUV,4 anos,5,4,Médio,Importado,R$ 378.813 (09/2024),,,,,,,,,,"6,26 kg/cv","37,85 kg/kgfm",,,,,,,,"5,7 s",200 km/h,,,,,,Automático,1,Integral permanente,119 mm,265/45 R21,265/45 R21,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola pneumática,"Independente, multibraço",Elétrica,"12,2 m",1616 mm,1655 mm,1655 mm,4901 mm,2928 mm,1935 mm,2555 kg,555 litros,,"2,65 m²","0,663 m²","0,25",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,,,,,170 mm,595 kg,,,,,,,,,"13,8 graus","15,3 graus","21,5 graus",1800 kg,750 kg,,,,,Estepe compacto vazio com kit de enchimento,,446 km,95 kWh,26 kWh/100 km,225 cv (traseiro),408 cv,"36,2 kgfm (traseiro)","67,7 kgfm",,,,,,,,,,,,,,,,,,,
140,Audi,Q3,Q3 Prestige Plus 1.4 TFSi,2020,Gasolina,Combustão,SUV,4 anos,5,4,Compacto,Importado,R$ 172.377 (09/2024),Injeção direta,Turbocompressor,1395 cm³,4 em linha,"Duplo no cabeçote, correia dentada",80 mm,"74,5 mm",Transversal,Dianteiro,"10,5 kg/cv","62,0 kg/kgfm","107,5 cv/litro",150 cv a 5000 rpm,"10,5:1","18,3 kgfm/litro","25,5 kgfm a 1500 rpm",4,Admissão e escape,"9,3 s",207 km/h,"11,9 km/l","10,2 km/l",690 km,592 km,Embreagem dupla banhada a óleo,Automatizado,6,Dianteira,129 mm,235/55 R18,235/55 R18,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Elétrica,"11,8 m",1616 mm,1584 mm,1576 mm,4484 mm,2680 mm,1849 mm,1580 kg,530 litros,58 litros,"2,44 m²","0,781 m²","0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB,,,DSG DQ250,,140 mm,,,,,,,,EA211,6300 rpm,,19 graus,16 graus,2000 kg,750 kg,2,F3,,Hidráulicos,145/85 R18,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Audi,Q3,Q3 Prestige 1.4 TFSi,2022,Gasolina,Combustão,SUV,4 anos,5,4,Compacto,Importado,R$ 273.233 (09/2024),Injeção direta,Turbocompressor,1395 cm³,4 em linha,Duplo no cabeçote,80 mm,"74,5 mm",Transversal,Dianteiro,"10,5 kg/cv","62,0 kg/kgfm","107,5 cv/litro",150 cv a 5000 rpm,"10,5:1","18,3 kgfm/litro","25,5 kgfm",4,Admissão e escape,"9,3 s",207 km/h,"10,8 km/l","9,5 km/l",626 km,551 km,Embreagem dupla banhada a óleo,Automatizado,6,Dianteira,140 mm,215/65 R17,215/65 R17,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1616 mm,1584 mm,1576 mm,4484 mm,2680 mm,1849 mm,1580 kg,530 litros,58 litros,"2,44 m²","0,781 m²","0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB,5000 rpm,1500 rpm,DQ250,"11,8 m",140 mm,,Correia dentada,,,,,,EA211,6300 rpm,,19 graus,16 graus,2000 kg,750 kg,2,F3,,Hidráulicos,145/85 R18,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Audi,Q3,Q3 Black 1.4 TFSi,2021,Gasolina,Combustão,SUV,4 anos,5,4,Compacto,Importado,R$ 217.834 (09/2024),Injeção direta,Turbocompressor,1395 cm³,4 em linha,"Duplo no cabeçote, correia dentada",80 mm,"74,5 mm",Transversal,Dianteiro,"10,5 kg/cv","62,0 kg/kgfm","107,5 cv/litro",150 cv a 5000 rpm,"10,5:1","18,3 kgfm/litro","25,5 kgfm a 1500 rpm",4,Admissão e escape,"9,3 s",207 km/h,"11,9 km/l","10,2 km/l",690 km,592 km,Embreagem dupla banhada a óleo,Automatizado,6,Dianteira,118 mm,235/50 R19,235/50 R19,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Elétrica,"11,8 m",1616 mm,1584 mm,1576 mm,4484 mm,2680 mm,1849 mm,1580 kg,530 litros,58 litros,"2,44 m²","0,781 m²","0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB,,,DSG DQ250,,140 mm,,,,,,,,EA211,6300 rpm,,19 graus,16 graus,2000 kg,750 kg,2,F3,,Hidráulicos,145/85 R18,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Audi,A3,A3 Sportback Prestige Plus 1.4 TFSi,2019,Gasolina,Combustão,Hatch,2 anos,5,4,Médio,Importado,R$ 118.011 (09/2024),Injeção direta,Turbocompressor,1395 cm³,4 em linha,"Duplo no cabeçote, correia dentada",80 mm,"74,5 mm",Transversal,Dianteiro,"10,0 kg/cv","60,0 kg/kgfm","87,5 cv/litro",122 cv a 6000 rpm,"10,5:1","14,6 kgfm/litro","20,4 kgfm a 1400 rpm",4,Admissão,"9,3 s",203 km/h,"14,4 km/l","11,6 km/l",720 km,580 km,Embreagem dupla a seco,Automatizado,7,Dianteira,101 mm,225/45 R17,225/45 R17,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Elétrica,"10,9 m",1425 mm,1535 mm,1506 mm,4310 mm,2636 mm,1785 mm,1225 kg,380 litros,50 litros,"2,13 m²","0,660 m²","0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB,,,DSG DQ200,,,560 kg,,,,,,,EA211,,,,,,,3,8V,,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Audi,A3 Sedan,A3 Sedan Prestige Plus 25 Anos 1.4 TFSi,2019,Flex,Combustão,Sedã,2 anos,5,4,Médio,Nacional,R$ 130.555 (09/2024),Injeção direta,Turbocompressor,1395 cm³,4 em linha,"Duplo no cabeçote, correia dentada",80 mm,"74,5 mm",Transversal,Dianteiro,"8,3 kg/cv","48,6 kg/kgfm","107,5 cv/litro",150 cv (A) 150 cv (G) a 4500 rpm,"10,5:1","18,3 kgfm/litro","25,5 kgfm (A) 25,5 kgfm (G) a 1500 rpm",4,Admissão e escape,"8,8 s",215 km/h,"14,2 km/l","11,7 km/l",710 km,585 km,Conversor de torque,Automático,6,Dianteira,101 mm,225/45 R17,225/45 R17,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,Eixo de torção,Elétrica,"10,9 m",1416 mm,1555 mm,1526 mm,4456 mm,2637 mm,1796 mm,1240 kg,425 litros,50 litros,"2,12 m²","0,636 m²","0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB,,,,,,570 kg,,,,,,,EA211,6300 rpm,,,,,,3,8V,,Hidráulicos,,,,,,,,,,,,,,,,,,"9,9 km/l","7,8 km/l",495 km,390 km,,,,,,,
145,Audi,A3 Sedan,A3 Sedan Prestige Plus 1.4 TFSi,2019,Flex,Combustão,Sedã,2 anos,5,4,Médio,Nacional,R$ 116.664 (09/2024),Injeção direta,Turbocompressor,1395 cm³,4 em linha,"Duplo no cabeçote, correia dentada",80 mm,"74,5 mm",Transversal,Dianteiro,"8,3 kg/cv","48,6 kg/kgfm","107,5 cv/litro",150 cv (A) 150 cv (G) a 4500 rpm,"10,5:1","18,3 kgfm/litro","25,5 kgfm (A) 25,5 kgfm (G) a 1500 rpm",4,Admissão e escape,"8,8 s",215 km/h,"14,2 km/l","11,7 km/l",710 km,585 km,Conversor de torque,Automático,6,Dianteira,101 mm,225/45 R17,225/45 R17,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,Eixo de torção,Elétrica,"10,9 m",1416 mm,1555 mm,1526 mm,4456 mm,2637 mm,1796 mm,1240 kg,425 litros,50 litros,"2,12 m²","0,636 m²","0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB,,,,,,570 kg,,,,,,,EA211,6300 rpm,,,,,,3,8V,,Hidráulicos,,,,,,,,,,,,,,,,,,"9,9 km/l","7,8 km/l",495 km,390 km,,,,,,,
146,Audi,A3 Sedan,A3 Sedan Prestige 1.4 TFSi,2019,Flex,Combustão,Sedã,2 anos,5,4,Médio,Nacional,R$ 105.724 (09/2024),Injeção direta,Turbocompressor,1395 cm³,4 em linha,"Duplo no cabeçote, correia dentada",80 mm,"74,5 mm",Transversal,Dianteiro,"8,3 kg/cv","48,6 kg/kgfm","107,5 cv/litro",150 cv (A) 150 cv (G) a 4500 rpm,"10,5:1","18,3 kgfm/litro","25,5 kgfm (A) 25,5 kgfm (G) a 1500 rpm",4,Admissão e escape,"8,8 s",215 km/h,"14,2 km/l","11,7 km/l",710 km,585 km,Conversor de torque,Automático,6,Dianteira,113 mm,205/55 R16,205/55 R16,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,Eixo de torção,Elétrica,"10,9 m",1416 mm,1555 mm,1526 mm,4456 mm,2637 mm,1796 mm,1240 kg,425 litros,50 litros,"2,12 m²","0,636 m²","0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB,,,,,,570 kg,,,,,,,EA211,6300 rpm,,,,,,3,8V,,Hidráulicos,,,,,,,,,,,,,,,,,,"9,9 km/l","7,8 km/l",495 km,390 km,,,,,,,
